objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm,CurrentRecord
8250962,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python sebae,northern African python,Introduced,Detected,Positive,2008-11-15,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.72733"," -80.46780",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python sebae,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Halifax River, just north of Granada Bridge""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8250995,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2005-01-07,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.73425"," -80.67328",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python molurus bivittatus,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site 3MBM1""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8250996,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2005-01-14,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.73450"," -80.67300",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python molurus bivittatus,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site 3MBM2""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251009,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2005-02-02,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.73837"," -80.76686",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python molurus bivittatus,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site 3MBM2""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251010,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2005-01-06,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.73837"," -80.67295",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python molurus bivittatus,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site 3MBM1""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251022,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python sebae,northern African python,Introduced,Detected,Positive,2005-10-11,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.74194"," -80.43510",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python sebae,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site MR8D2""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251023,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python sebae,northern African python,Introduced,Detected,Positive,2009-05-30,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.74302"," -80.43216",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python sebae,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site MR8D2""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251024,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python sebae,northern African python,Introduced,Detected,Positive,2001-11-03,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.74304"," -80.43216",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python sebae,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site MR8D2""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251029,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2005-01-18,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.74452"," -80.67340",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python molurus bivittatus,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site 3MBM2""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251034,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2004-04-03,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.74942"," -80.76658",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python molurus bivittatus,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site 3MBM1""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251049,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2005-06-15,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.75901"," -80.78756",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python molurus bivittatus,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site MR8D2""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251072,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python sebae,northern African python,Introduced,Detected,Positive,2009-08-05,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.76089"," -80.45597",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python sebae,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Atlantic Ocean, Florida, south Breakers Reef""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251077,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2002-12-11,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.76098"," -80.71960",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python molurus bivittatus,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Gulf of Mexico, Florida, Crystal River power plant 1 and 2 intake""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8251080,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2005-03-10,2019-08-03,2019-08-03,"""Miami-Dade, Florida, United States""","  25.76110"," -80.76979",WGS84     ,,,,,,,,,,1,Individuals,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,,Python molurus bivittatus,Bulk Data,"""USGS NAS""",,Observation,,,,,,,,,,,,,,,,,,,"""Everglades National Park, main park road, site 3MBM2""",2019-08-03,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
8286324,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2009-03-07,2019-10-30,2009-03-11,"""Broward, Florida, United States""","  26.07587"," -80.32349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A9F4B1F-3D9A-43E5-93C6-3E5E7D042D16,"1845",Brown Anole,API Data,"""flapack""",,,,,,,,,,,,http://www.inaturalist.org/observations/1845,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286325,iNaturalist Database  ,Unknown,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2009-03-13,2019-10-30,2009-03-15,"""Broward, Florida, United States""","  26.09012"," -80.27834",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE2D44C1-1244-4C50-B91D-37636C636002,"1887",Brown Basilisk,API Data,"""flapack""",,,,,,,,,,,,http://www.inaturalist.org/observations/1887,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Yet another introduced reptile species thriving in South Florida.""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph""","1"
8286326,iNaturalist Database  ,Unknown,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2009-10-24,2019-10-30,2009-10-26,"""Broward, Florida, United States""","  26.09236"," -80.26940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F6950CF-428C-41C7-85CD-569F445F404F,"3406",Cuban Tree Frog,API Data,"""flapack""",,,,,,,,,,,,http://www.inaturalist.org/observations/3406,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""New camera this weekend!  And this guy decides to pose for me!""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph ""","1"
8286327,iNaturalist Database  ,Unknown,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2010-01-16,2019-10-30,2010-01-22,"""Broward, Florida, United States""","  26.08761"," -80.27893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA9136C2-2770-48F6-853E-A0084807BD8A,"4483",Brown Basilisk,API Data,"""flapack""",,,,,,,,,,,,http://www.inaturalist.org/observations/4483,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""I believe both common and brown basilisks have been introduced but I can't tell which this guy is.""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph""","1"
8286328,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2008-03-17,2019-10-30,2011-09-13,"""Martin, Florida, United States""","  27.14415"," -80.17978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA494900-C753-4921-AD0B-0D3A55E18B1F,"31049",Brown Anole,API Data,"""cyric""",,,,,,,,,,,,http://www.inaturalist.org/observations/31049,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""A Brown Anole atop a planter in the yard.nonnativehttp://myfwc.com/wildlifehabitats/nonnatives/reptiles/brown-anole/""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286329,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2011-04-20,2019-10-30,2011-12-06,"""Pinellas, Florida, United States""","  27.83345"," -82.63331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7F6D4462-C493-49FF-A567-9442D66666B6,"41340",Brown Anole,API Data,"""Chris Cook""",,,,,,,,,,,,http://www.inaturalist.org/observations/41340,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286332,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2011-12-22,2019-10-30,2011-12-28,"""Miami-Dade, Florida, United States""","  25.74478"," -80.67226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758B3CA8-161D-4138-8A1F-10340D54910F,"45070",Brown Anole,API Data,"""John Reeves""",,,,,,,,,,,,http://www.inaturalist.org/observations/45070,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286333,iNaturalist Database  ,Unknown,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2008-03-09,2019-10-30,2012-01-15,"""Martin, Florida, United States""","  27.14418"," -80.17983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EA0CBC29-91AD-40FE-A156-377BBC97E898,"47615",Cuban Tree Frog,API Data,"""cyric""",,,,,,,,,,,,http://www.inaturalist.org/observations/47615,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""A Cuban Treefrog hiding in a palmetto leaf in the backyard. It's an invasive species in Florida.""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph ""","1"
8286334,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2010-06-23,2019-10-30,2012-03-23,"""Monroe, Florida, United States""","  25.28662"," -80.89865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3C4E93BE-35E6-46D5-9DB8-7F2AF02856C6,"59641",Brown Anole,API Data,"""Kent Miller""",,,,,,,,,,,,http://www.inaturalist.org/observations/59641,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286335,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2012-04-01,2019-10-30,2012-04-01,"""Duval, Florida, United States""","  30.33218"," -81.65565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4979FBCB-DFCB-4377-949B-4153D852F2B9,"61666",Brown Anole,API Data,"""daffodil""",,,,,,,,,,,,http://www.inaturalist.org/observations/61666,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Male Brown Anole on the fence""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286337,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2010-08-07,2019-10-30,2012-09-07,"""Charlotte, Florida, United States""","  26.97386"," -81.89116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638DEA98-258E-41C4-B688-BEE3673F96ED,"120168",Brown Anole,API Data,"""Jennifer Rycenga""",,,,,,,,,,,,http://www.inaturalist.org/observations/120168,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""I know this is not a great picture, but the shape and color can still be determined. A friend with some knowledge of Florida herps IDed it as a Cuban Brown Anole. Thanks for assistance.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286338,iNaturalist Database  ,Unknown,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2010-11-11,2019-10-30,2012-09-24,"""Miami-Dade, Florida, United States""","  25.40092"," -80.50179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB290A8B-F53E-4547-8FEF-F2833E42F573,"126687",Cuban Treefrog,API Data,"""Kenneth Bader""",,,,,,,,,,,,http://www.inaturalist.org/observations/126687,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph ""","1"
8286339,iNaturalist Database  ,Unknown,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2011-06-18,2019-10-30,2012-10-02,"""Miami-Dade, Florida, United States""","  25.67733"," -80.27367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424A336A-244C-4A19-AD1B-91D0B40FA851,"129375",Brown Basilisk,API Data,"""Justin""",,,,,,,,,,,,http://www.inaturalist.org/observations/129375,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Wild basilisk crashing my friends' wedding ceremony, Fairchild Tropical Botanic Garden, Coral Gables, Florida.""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph""","1"
8286340,iNaturalist Database  ,Unknown,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2011-10-02,2019-10-30,2012-10-03,"""Palm Beach, Florida, United States""","  26.63007"," -80.19636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9A2004A5-33CC-4EA4-A4E4-CAB46C52C8C5,"129644",Cuban Tree Frog,API Data,"""brandonhawkins2001""",,,,,,,,,,,,http://www.inaturalist.org/observations/129644,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph ""","1"
8286341,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2007-09-09,2019-10-30,2012-10-13,"""Palm Beach, Florida, United States""","  26.80867"," -80.16927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7CE6F003-016B-4D7E-A75B-1B32F4B2F2FD,"135005",Brown Anole (Anolis sagrei),API Data,"""BJ Stacey""",,,,,,,,,,,,http://www.inaturalist.org/observations/135005,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286342,iNaturalist Database  ,Unknown,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2012-08-23,2019-10-30,2012-11-11,"""Broward, Florida, United States""","  26.02854"," -80.41273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1BAA1890-51D8-4177-8DCE-2DE5EED8E945,"146865",Brown Basilisk,API Data,"""BJ Stacey""",,,,,,,,,,,,http://www.inaturalist.org/observations/146865,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Striped Basilisk Lizard is another name.""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph""","1"
8286343,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2007-09-13,2019-10-30,2012-11-11,"""Palm Beach, Florida, United States""","  26.88376"," -80.11783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8E1CFD76-1431-40B7-B65A-22E1F4FFE608,"146980",Brown Anole,API Data,"""BJ Stacey""",,,,,,,,,,,,http://www.inaturalist.org/observations/146980,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Brown AnolePalm Beach County, Florida""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286344,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2008-11-02,2019-10-30,2012-11-19,"""Palm Beach, Florida, United States""","  26.66683"," -80.16805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77FCF6C1-4DF8-45AD-B4DE-E05802912C1C,"150222",Brown Anole,API Data,"""BJ Stacey""",,,,,,,,,,,,http://www.inaturalist.org/observations/150222,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Brown AnolePalm Beach County, Florida""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286345,iNaturalist Database  ,Unknown,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2012-08-23,2019-10-30,2012-11-26,"""Broward, Florida, United States""","  26.03101"," -80.37066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0944FB3C-C5B6-4157-B865-C548A1EF4922","153231",Brown Basilisk,API Data,"""BJ Stacey""",,,,,,,,,,,,http://www.inaturalist.org/observations/153231,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Striped Basilisk LizardBroward County, Florida, US""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph""","1"
8286346,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2012-12-12,2019-10-30,2012-12-17,"""Polk, Florida, United States""","  27.96465"," -81.49918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6E975DB5-043B-46B7-83FB-6A02A76A54DC,"163566",Brown Anole,API Data,"""Matt Muir""",,,,,,,,,,,,http://www.inaturalist.org/observations/163566,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286347,iNaturalist Database  ,Unknown,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2012-12-23,2019-10-30,2012-12-28,"""Palm Beach, Florida, United States""","  26.53617"," -80.20634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89B5523A-18CF-488A-9DFE-6E3E8DE64054,"168147",Cuban Tree Frog,API Data,"""brandonhawkins2001""",,,,,,,,,,,,http://www.inaturalist.org/observations/168147,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Resting inside Hohenbergia stellata""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph ""","1"
8286348,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2012-12-27,2019-10-30,2013-01-03,"""Miami-Dade, Florida, United States""","  25.43987"," -80.78342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C940347F-E1EA-4927-9470-5E099960266A,"172576",Brown Anole,API Data,"""Jennifer Rycenga""",,,,,,,,,,,,http://www.inaturalist.org/observations/172576,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""I am starting to presume that all small lizards in South Florida are Brown Anoles, but the back pattern on this one did not match with my sense of Brown Anole variations.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286349,iNaturalist Database  ,Unknown,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2012-09-30,2019-10-30,2013-01-14,"""Orange, Florida, United States""","  28.47312"," -81.45457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D6169D13-59F5-4812-AA2F-18F4968FEEC0,"179828",Cuban Tree Frog,API Data,"""Javier Alejandro""",,,,,,,,,,,,http://www.inaturalist.org/observations/179828,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""A Cuban Tree Frog fell from a tree by a lake into my car's windshield at the Premium Outlets in Orlando.""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph ""","1"
8286350,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-01-15,2019-10-30,2013-01-15,"""Orange, Florida, United States""","  28.51344"," -81.30953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8276EAAB-5947-4D57-93D3-CAFC6F54AD20,"180644",Brown Anole,API Data,"""Javier Alejandro""",,,,,,,,,,,,http://www.inaturalist.org/observations/180644,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286352,iNaturalist Database  ,Unknown,Rhinella marina,cane toad,Introduced,Detected,Positive,2011-05-19,2019-10-30,2011-05-20,"""Broward, Florida, United States""","  26.09281"," -80.26945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61AD6115-EB13-4850-A5ED-C2716A29063D,"17679",Cane Toad,API Data,"""flapack""",,,,,,,,,,,,http://www.inaturalist.org/observations/17679,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""See several of these literally every night when I walk the dog this time of year.""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph""","1"
